person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
22.0,1,2,24148.0,1,2,4950.0,3,11.71,0.2,2.0,594,0
23.0,1,3,65597.0,2,2,7000.0,1,6.62,0.11,3.0,635,0
27.0,1,4,25020.0,4,3,8000.0,3,11.89,0.32,10.0,640,0
32.0,1,1,184703.0,13,2,8400.0,1,12.84,0.05,9.0,626,0
34.0,0,3,123635.0,13,3,8400.0,6,17.19,0.07,10.0,630,0
24.0,0,1,133070.0,0,3,13000.0,5,8.9,0.1,2.0,553,0
23.0,0,3,37174.0,0,3,8723.0,2,14.85,0.23,4.0,626,0
21.0,0,3,72770.0,2,3,12000.0,3,7.51,0.16,3.0,621,0
40.0,1,1,58729.0,14,3,6000.0,1,10.08,0.1,13.0,594,0
23.0,1,1,89735.0,2,3,24000.0,5,10.99,0.27,2.0,689,0
26.0,0,2,66973.0,5,3,5000.0,4,11.86,0.07,2.0,639,0
25.0,0,2,87577.0,3,3,10000.0,2,10.37,0.11,4.0,697,0
22.0,1,2,97420.0,1,3,33950.0,3,14.54,0.35,4.0,691,0
21.0,0,4,40207.0,0,2,3250.0,4,7.14,0.08,3.0,649,0
39.0,0,1,84939.0,19,2,8400.0,5,7.88,0.1,15.0,634,0
27.0,1,2,151005.0,5,2,8000.0,6,6.76,0.05,10.0,629,0
32.0,1,3,90707.0,7,3,10000.0,4,7.33,0.11,7.0,583,0
25.0,1,3,36953.0,1,3,3000.0,3,11.85,0.08,4.0,671,0
23.0,0,3,40877.0,0,3,10998.0,6,7.73,0.27,3.0,668,0
22.0,1,4,35218.0,0,3,4800.0,2,12.99,0.14,4.0,695,0
26.0,0,2,101633.0,2,2,4925.0,3,9.96,0.05,3.0,621,0
27.0,0,1,137875.0,4,2,20000.0,6,13.06,0.15,8.0,715,0
28.0,1,4,47268.0,5,3,5000.0,6,11.01,0.11,5.0,567,0
38.0,1,1,96979.0,16,3,6000.0,3,11.83,0.06,12.0,674,0
31.0,1,2,36809.0,9,3,6600.0,4,16.33,0.18,7.0,726,0
26.0,1,3,123278.0,6,2,20000.0,5,11.36,0.16,4.0,651,0
22.0,0,2,65385.0,0,2,6000.0,1,8.9,0.09,2.0,627,0
32.0,1,4,54390.0,7,3,12000.0,3,11.01,0.22,8.0,687,0
29.0,1,4,39618.0,8,2,8000.0,2,6.69,0.2,6.0,703,0
31.0,0,2,145920.0,7,3,10000.0,1,13.49,0.07,5.0,690,0
35.0,1,1,96852.0,14,4,15000.0,1,15.99,0.15,5.0,677,0
29.0,1,1,65756.0,7,3,12000.0,3,14.74,0.18,10.0,559,0
26.0,1,4,55208.0,5,3,15000.0,6,8.88,0.27,3.0,636,0
25.0,0,4,38285.0,3,3,14700.0,5,12.29,0.38,4.0,515,0
29.0,0,2,109424.0,5,2,5000.0,1,7.69,0.05,5.0,569,0
25.0,1,2,43983.0,3,3,2497.0,2,11.77,0.06,4.0,614,0
22.0,1,4,37775.0,0,3,15000.0,3,11.01,0.4,4.0,532,0
25.0,0,3,70112.0,2,3,10600.0,2,14.91,0.15,4.0,641,0
35.0,1,4,66043.0,12,4,6000.0,2,6.62,0.09,5.0,639,0
27.0,1,3,62193.0,5,2,8400.0,4,10.78,0.14,5.0,669,0
24.0,1,3,70789.0,0,2,11020.0,3,12.7,0.16,4.0,637,0
26.0,0,3,78612.0,5,2,13554.0,6,11.81,0.17,5.0,649,0
35.0,0,4,42715.0,14,3,8000.0,2,12.4,0.19,6.0,639,0
28.0,1,5,70923.0,9,2,4500.0,3,11.12,0.06,7.0,683,0
28.0,0,2,54877.0,5,3,4000.0,3,14.9,0.07,6.0,642,0
24.0,0,1,83361.0,0,3,5000.0,1,10.99,0.06,2.0,589,0
39.0,0,3,118746.0,18,2,8000.0,2,13.49,0.07,16.0,608,0
22.0,0,2,73132.0,3,3,9000.0,5,11.01,0.12,2.0,636,0
23.0,0,1,59283.0,2,2,19000.0,3,11.36,0.32,4.0,662,0
41.0,0,3,65373.0,18,2,6000.0,5,6.17,0.09,14.0,702,0
33.0,1,3,65881.0,13,2,16000.0,6,18.67,0.24,10.0,668,0
26.0,0,3,36849.0,3,2,6500.0,1,6.62,0.18,3.0,633,0
33.0,1,1,16684.0,7,3,1462.0,2,9.59,0.09,7.0,675,0
41.0,1,3,106476.0,23,2,4000.0,4,7.14,0.04,17.0,633,0
37.0,1,4,84688.0,13,2,10000.0,1,11.01,0.12,11.0,677,0
25.0,1,1,78765.0,2,2,10000.0,6,12.99,0.13,2.0,653,0
23.0,0,3,26644.0,3,3,5400.0,2,11.01,0.2,4.0,580,0
29.0,0,1,53840.0,7,2,24000.0,2,6.91,0.45,8.0,680,0
27.0,0,3,68135.0,6,2,10050.0,5,9.63,0.15,8.0,647,0
28.0,0,2,42669.0,4,2,9600.0,3,13.16,0.22,8.0,667,0
30.0,0,3,64393.0,6,3,15000.0,3,7.53,0.23,5.0,653,0
23.0,0,4,49043.0,0,3,7500.0,1,12.69,0.15,2.0,703,0
26.0,0,4,75277.0,6,3,8000.0,3,12.99,0.11,4.0,671,0
23.0,0,3,29861.0,1,3,5000.0,5,10.11,0.17,4.0,441,0
34.0,0,2,84846.0,12,2,20000.0,5,6.54,0.24,5.0,653,0
22.0,1,2,84985.0,0,3,13600.0,3,12.21,0.16,4.0,563,0
23.0,0,4,86154.0,4,3,10000.0,2,7.98,0.12,3.0,575,0
22.0,0,3,54736.0,3,3,2400.0,2,12.18,0.04,4.0,632,0
25.0,1,2,67097.0,4,3,20000.0,1,12.43,0.3,4.0,659,0
24.0,1,2,87435.0,3,4,9000.0,4,7.49,0.1,4.0,670,0
40.0,1,2,72968.0,20,2,14400.0,4,5.42,0.2,12.0,731,0
38.0,0,5,49407.0,15,2,15000.0,6,16.07,0.3,14.0,667,0
28.0,1,2,64464.0,9,3,12000.0,2,14.22,0.19,10.0,710,0
22.0,1,1,95389.0,0,2,5500.0,6,14.61,0.06,4.0,657,0
22.0,1,3,25183.0,0,3,5000.0,2,11.35,0.2,3.0,576,0
28.0,0,1,137879.0,8,2,8000.0,1,18.64,0.06,10.0,635,0
27.0,1,3,67978.0,5,2,10000.0,4,6.91,0.15,8.0,590,0
25.0,0,4,73286.0,0,2,6900.0,3,9.99,0.09,3.0,638,0
29.0,1,3,88643.0,8,3,8000.0,4,7.4,0.09,7.0,697,0
38.0,1,1,21480.0,16,4,1000.0,1,16.29,0.05,13.0,587,0
27.0,0,1,97091.0,4,3,9000.0,6,11.37,0.09,7.0,705,0
26.0,0,5,40961.0,5,3,3000.0,6,11.12,0.07,2.0,701,0
40.0,0,1,190794.0,19,3,25000.0,4,16.82,0.13,16.0,567,0
33.0,1,1,93356.0,9,3,17507.0,2,11.52,0.19,11.0,664,0
25.0,1,2,36969.0,1,4,10000.0,5,14.61,0.27,2.0,598,0
21.0,1,3,32718.0,0,4,7500.0,2,6.62,0.23,4.0,613,0
24.0,1,1,73119.0,4,3,12000.0,6,8.9,0.16,4.0,594,0
24.0,1,3,72910.0,1,2,7200.0,1,13.29,0.1,4.0,626,0
23.0,1,3,71662.0,0,2,9000.0,6,8.49,0.13,3.0,579,0
24.0,0,2,96895.0,3,2,10000.0,2,9.07,0.1,4.0,637,0
25.0,0,4,202600.0,0,2,35000.0,5,10.65,0.17,4.0,618,0
36.0,1,1,94596.0,12,2,20000.0,6,11.81,0.21,10.0,662,0
41.0,1,1,71026.0,21,3,7150.0,3,15.99,0.1,16.0,701,0
28.0,0,4,58934.0,4,3,1200.0,5,17.56,0.02,5.0,566,0
24.0,0,1,79138.0,2,3,21250.0,6,15.95,0.27,4.0,650,0
27.0,0,4,36896.0,5,3,11500.0,1,10.36,0.31,6.0,677,0
21.0,1,3,48970.0,0,3,4000.0,6,7.51,0.08,2.0,629,0
27.0,0,5,48705.0,5,3,10000.0,1,11.01,0.21,10.0,666,0
29.0,0,4,253340.0,7,2,14000.0,2,12.42,0.06,6.0,739,0
32.0,0,2,61233.0,9,2,9600.0,3,6.76,0.16,9.0,720,0
24.0,0,2,63425.0,0,3,3000.0,5,7.05,0.05,4.0,634,0
25.0,0,3,61151.0,2,2,6000.0,3,8.18,0.1,3.0,655,0
26.0,0,2,104483.0,2,3,12000.0,6,12.99,0.11,2.0,659,0
27.0,1,2,52403.0,6,2,17500.0,1,7.29,0.33,7.0,623,0
26.0,1,3,93125.0,3,2,12800.0,1,6.92,0.14,3.0,630,0
27.0,1,4,61514.0,1,3,1500.0,5,12.21,0.02,5.0,697,0
21.0,0,2,67259.0,0,2,10500.0,6,7.51,0.16,3.0,534,0
55.0,0,1,41815.0,33,3,12000.0,5,6.92,0.29,30.0,592,0
24.0,1,1,54057.0,3,4,9000.0,3,15.31,0.17,2.0,534,0
23.0,1,3,55780.0,1,3,14398.0,3,11.84,0.26,3.0,671,0
26.0,1,4,56370.0,4,2,11000.0,4,12.69,0.2,2.0,518,0
31.0,1,1,32341.0,7,2,6500.0,3,9.99,0.2,9.0,666,0
30.0,1,1,73086.0,7,3,5000.0,2,11.01,0.07,8.0,673,0
26.0,1,1,114761.0,0,2,5000.0,1,9.88,0.04,2.0,533,0
24.0,0,4,41847.0,2,3,5000.0,3,14.96,0.12,4.0,641,0
26.0,0,4,61174.0,6,3,10000.0,3,7.02,0.16,3.0,630,0
25.0,0,3,76193.0,3,4,15000.0,5,17.58,0.2,3.0,576,0
25.0,0,4,41479.0,1,2,2000.0,2,7.66,0.05,4.0,703,0
31.0,0,1,31287.0,10,4,3075.0,4,11.83,0.1,5.0,556,0
25.0,1,2,78797.0,6,3,4800.0,4,11.19,0.06,4.0,667,0
33.0,1,4,76288.0,12,3,16000.0,3,13.11,0.21,5.0,654,0
24.0,1,1,60915.0,1,3,6000.0,3,7.49,0.1,4.0,677,0
24.0,1,3,91142.0,3,2,7500.0,6,11.25,0.08,4.0,610,0
31.0,1,1,140147.0,8,2,6682.0,6,8.43,0.05,10.0,714,0
54.0,1,1,97013.0,30,2,1800.0,3,9.88,0.02,21.0,617,0
35.0,0,3,128173.0,14,2,15000.0,5,15.96,0.12,8.0,685,0
30.0,1,1,132746.0,8,3,20000.0,1,14.11,0.15,5.0,717,0
35.0,1,3,133041.0,12,3,3200.0,3,11.48,0.02,9.0,566,0
26.0,1,2,70484.0,4,3,20000.0,5,10.25,0.28,2.0,590,0
33.0,0,3,138906.0,10,2,14000.0,3,6.03,0.1,8.0,634,0
45.0,1,1,43970.0,25,3,10000.0,2,11.11,0.23,11.0,719,0
21.0,0,1,65121.0,0,2,16000.0,6,15.65,0.25,4.0,640,0
25.0,1,1,60632.0,0,2,2400.0,5,7.51,0.04,2.0,629,0
25.0,1,2,56908.0,2,3,9500.0,6,6.76,0.17,3.0,660,0
21.0,0,1,48860.0,0,3,1775.0,6,6.54,0.04,3.0,629,0
27.0,1,3,62693.0,6,3,10144.0,3,11.02,0.16,6.0,555,0
32.0,0,1,80462.0,10,2,2000.0,5,15.28,0.02,7.0,617,0
22.0,1,1,25007.0,0,3,4948.0,2,11.01,0.2,3.0,639,0
27.0,1,3,30156.0,6,2,11000.0,1,11.01,0.36,6.0,608,0
23.0,1,2,68104.0,5,4,20000.0,6,11.01,0.29,3.0,658,0
24.0,0,2,53826.0,2,2,2000.0,6,5.79,0.04,3.0,660,0
43.0,1,4,235207.0,23,2,10000.0,6,12.73,0.04,12.0,643,0
36.0,1,5,56396.0,13,2,8000.0,1,5.42,0.14,15.0,726,0
38.0,1,1,51175.0,18,3,10971.0,3,13.95,0.21,12.0,656,0
21.0,0,3,28348.0,0,4,5000.0,1,11.01,0.18,3.0,506,0
23.0,0,1,46384.0,3,3,4500.0,6,7.94,0.1,3.0,594,0
33.0,0,3,73043.0,11,3,16800.0,2,12.1,0.23,9.0,637,0
31.0,1,2,60974.0,10,3,8000.0,3,11.01,0.13,9.0,547,0
24.0,0,3,57192.0,1,2,12000.0,5,6.99,0.21,3.0,627,0
43.0,1,1,81295.0,15,2,10000.0,2,11.44,0.12,15.0,667,0
30.0,0,3,87596.0,8,2,14000.0,2,6.99,0.16,9.0,647,0
28.0,0,2,61096.0,4,2,4000.0,5,12.56,0.07,7.0,631,0
25.0,0,1,72861.0,5,2,15000.0,1,8.49,0.21,3.0,528,0
24.0,1,3,38306.0,4,2,5000.0,6,5.42,0.13,2.0,637,0
22.0,0,4,96831.0,1,3,10000.0,6,14.27,0.1,2.0,520,0
22.0,1,2,91119.0,1,2,14950.0,6,9.91,0.16,4.0,568,0
27.0,1,3,41771.0,5,2,8875.0,4,10.65,0.21,9.0,598,0
32.0,1,1,90372.0,14,2,12000.0,4,11.71,0.13,6.0,748,0
24.0,0,4,66874.0,0,2,4000.0,2,11.03,0.06,3.0,685,0
24.0,1,4,116311.0,4,2,17362.0,3,10.48,0.15,2.0,692,0
24.0,1,4,121131.0,2,3,5000.0,5,11.01,0.04,3.0,632,0
28.0,1,1,87277.0,10,2,16000.0,3,11.01,0.18,6.0,586,0
43.0,0,3,67140.0,16,2,11750.0,5,10.99,0.18,17.0,676,0
41.0,1,3,61078.0,17,3,6000.0,3,8.88,0.1,17.0,675,0
33.0,1,1,36591.0,9,3,9284.0,1,11.63,0.25,9.0,543,0
36.0,1,3,90717.0,11,3,7000.0,2,6.92,0.08,17.0,617,0
22.0,1,1,85321.0,0,3,9000.0,1,13.49,0.11,2.0,623,0
43.0,0,1,58357.0,22,2,10400.0,1,5.99,0.18,17.0,593,0
42.0,1,3,67480.0,21,3,7000.0,5,15.95,0.1,15.0,684,0
24.0,0,3,29622.0,2,3,2800.0,5,11.0,0.09,5.0,681,0
38.0,1,3,57196.0,17,3,4775.0,1,11.01,0.08,14.0,582,0
22.0,0,2,85273.0,0,3,3000.0,3,7.29,0.04,4.0,648,0
26.0,1,3,111152.0,4,3,14200.0,3,10.99,0.13,3.0,660,0
30.0,0,4,101675.0,6,2,6000.0,5,11.01,0.06,6.0,492,0
23.0,1,1,59609.0,1,3,6000.0,5,7.9,0.1,3.0,654,0
25.0,0,2,138951.0,3,2,20000.0,6,15.65,0.14,2.0,612,0
23.0,0,1,12409.0,0,3,1761.0,1,8.3,0.14,4.0,658,0
37.0,1,4,60817.0,17,3,15000.0,4,9.22,0.25,15.0,582,0
30.0,1,4,27054.0,6,3,1500.0,5,11.71,0.06,8.0,627,0
27.0,1,4,24432.0,9,4,8000.0,3,8.9,0.33,8.0,720,0
27.0,1,2,98138.0,3,2,5814.0,1,7.46,0.06,9.0,693,0
26.0,1,4,69762.0,1,2,3500.0,5,5.42,0.05,4.0,650,0
25.0,0,4,92798.0,2,3,5000.0,4,9.63,0.05,2.0,653,0
27.0,0,3,66164.0,5,2,3000.0,2,11.01,0.05,5.0,528,0
26.0,1,4,107957.0,2,3,30000.0,5,6.62,0.28,3.0,654,0
23.0,0,1,61087.0,0,3,8000.0,3,10.62,0.13,4.0,634,0
26.0,1,3,39326.0,5,2,4800.0,1,12.61,0.12,3.0,675,0
24.0,1,3,64495.0,5,3,8000.0,2,16.12,0.12,3.0,576,0
24.0,1,4,69454.0,2,2,5500.0,1,8.0,0.08,3.0,680,0
34.0,1,4,49015.0,12,3,4000.0,3,8.48,0.08,11.0,695,0
28.0,0,2,35772.0,10,3,15000.0,3,13.48,0.42,8.0,580,0
24.0,1,4,28658.0,0,4,4750.0,2,11.36,0.17,4.0,628,0
21.0,0,4,37001.0,0,3,8000.0,6,11.01,0.22,2.0,607,0
28.0,1,3,25040.0,3,3,4342.0,4,16.16,0.17,8.0,568,0
30.0,0,4,157405.0,7,2,25000.0,5,15.33,0.16,6.0,539,0
22.0,1,3,108519.0,0,2,21000.0,1,10.98,0.19,4.0,622,0
24.0,1,3,111224.0,0,2,25000.0,3,17.93,0.22,2.0,586,0
29.0,0,3,60829.0,6,2,10000.0,3,7.44,0.16,8.0,664,0
29.0,0,3,84755.0,4,3,10000.0,4,13.0,0.12,9.0,689,0
32.0,0,2,34652.0,10,3,6000.0,3,11.01,0.17,5.0,705,0
23.0,0,3,104505.0,2,2,20000.0,1,6.91,0.19,2.0,586,0
41.0,1,3,68230.0,20,3,12800.0,1,11.48,0.19,12.0,683,0
32.0,0,4,39165.0,11,3,4000.0,2,11.49,0.1,10.0,654,0
27.0,1,1,123043.0,5,3,10150.0,4,11.01,0.08,6.0,595,0
30.0,1,4,59716.0,8,2,11750.0,6,8.9,0.2,9.0,667,0
26.0,1,3,77966.0,2,2,3237.0,6,7.21,0.04,6.0,669,0
39.0,1,1,219667.0,19,3,12500.0,5,5.42,0.06,14.0,672,0
34.0,1,1,108751.0,11,2,24206.0,2,10.78,0.22,7.0,683,0
38.0,1,1,97189.0,17,2,10000.0,4,7.29,0.1,16.0,668,0
34.0,1,1,83978.0,9,3,10000.0,3,12.18,0.12,6.0,676,0
25.0,1,1,56221.0,0,3,2700.0,5,15.96,0.05,2.0,529,0
39.0,0,3,97064.0,18,2,5600.0,3,13.43,0.06,13.0,641,0
25.0,1,1,39561.0,2,3,8575.0,2,15.62,0.22,2.0,706,0
23.0,1,3,41961.0,0,3,8000.0,3,10.95,0.19,3.0,511,0
28.0,1,1,39975.0,4,2,3000.0,1,11.09,0.08,5.0,606,0
29.0,1,1,61209.0,6,3,12000.0,1,8.94,0.2,5.0,655,0
28.0,0,2,77908.0,5,2,7145.0,2,8.52,0.09,9.0,693,0
21.0,0,3,26946.0,0,4,7125.0,1,6.99,0.26,3.0,653,0
26.0,0,2,64773.0,2,2,2800.0,4,6.03,0.04,4.0,678,0
26.0,1,2,52702.0,2,3,4000.0,6,13.07,0.08,5.0,699,0
29.0,1,2,360724.0,4,2,24109.0,6,15.72,0.07,7.0,644,0
26.0,1,4,72851.0,3,2,9000.0,6,6.91,0.12,3.0,690,0
22.0,1,3,38644.0,2,3,3000.0,3,11.22,0.08,4.0,561,0
23.0,1,2,92232.0,1,2,3600.0,2,10.65,0.04,3.0,698,0
40.0,0,3,26927.0,16,3,3000.0,4,14.09,0.11,13.0,508,0
23.0,0,1,36711.0,0,3,14000.0,2,11.26,0.38,3.0,554,0
27.0,0,1,126946.0,5,2,10000.0,1,7.32,0.08,3.0,697,0
30.0,0,2,84678.0,9,2,10000.0,5,10.75,0.12,6.0,596,0
23.0,0,2,36734.0,0,3,16000.0,6,13.23,0.44,2.0,570,0
49.0,1,3,92822.0,26,2,15000.0,3,14.84,0.16,11.0,668,0
28.0,1,2,37462.0,4,3,1500.0,4,9.63,0.04,10.0,673,0
26.0,0,2,53613.0,5,2,10000.0,3,8.82,0.19,6.0,547,0
22.0,1,2,87465.0,0,3,6200.0,3,5.99,0.07,2.0,674,0
23.0,1,1,96688.0,0,2,12000.0,6,13.48,0.12,4.0,624,0
24.0,1,3,59778.0,5,2,9000.0,5,7.49,0.15,2.0,675,0
34.0,1,2,93663.0,10,3,10000.0,6,10.42,0.11,10.0,594,0
28.0,0,1,64959.0,6,2,10000.0,4,12.98,0.15,10.0,483,0
26.0,1,3,82213.0,4,2,15000.0,2,16.49,0.18,3.0,604,0
28.0,0,3,85247.0,4,3,6000.0,4,10.77,0.07,9.0,661,0
28.0,0,4,85369.0,2,3,13000.0,3,7.89,0.15,6.0,678,0
24.0,1,1,37181.0,2,3,8000.0,2,9.25,0.22,2.0,625,0
24.0,1,3,57851.0,4,3,6900.0,2,9.88,0.12,2.0,539,0
27.0,1,3,143486.0,4,2,15000.0,4,11.29,0.1,5.0,657,0
22.0,1,4,103940.0,0,2,10000.0,6,11.49,0.1,2.0,649,0
35.0,0,2,138972.0,14,2,7200.0,4,13.85,0.05,10.0,686,0
29.0,0,5,104950.0,6,3,15000.0,4,10.59,0.14,6.0,661,0
27.0,0,2,121204.0,5,2,12000.0,2,9.96,0.1,10.0,651,0
22.0,1,3,86474.0,2,3,5000.0,1,12.99,0.06,4.0,499,0
23.0,1,2,101917.0,0,3,15850.0,2,8.49,0.16,4.0,676,0
21.0,1,1,42664.0,0,3,1000.0,5,16.45,0.02,2.0,578,0
29.0,1,3,210967.0,6,3,25000.0,3,10.74,0.12,5.0,598,0
25.0,1,1,60942.0,2,3,9180.0,6,17.37,0.15,4.0,686,0
23.0,1,2,32589.0,3,3,3800.0,5,7.9,0.12,4.0,670,0
31.0,1,2,193004.0,10,3,7500.0,4,11.28,0.04,7.0,726,0
26.0,0,2,45214.0,6,3,9000.0,2,9.61,0.2,4.0,679,0
21.0,0,3,37068.0,3,3,10000.0,1,11.99,0.27,4.0,606,0
25.0,0,3,116501.0,4,2,20000.0,6,11.01,0.17,2.0,580,0
23.0,1,2,77523.0,0,3,5000.0,5,15.99,0.06,2.0,636,0
32.0,1,3,61384.0,5,2,5400.0,6,7.14,0.09,9.0,505,0
27.0,1,1,46227.0,2,3,1704.0,5,8.48,0.04,7.0,615,0
23.0,1,3,95988.0,0,2,3919.0,1,9.21,0.04,3.0,617,0
25.0,1,3,83998.0,0,2,4500.0,6,14.65,0.05,2.0,619,0
36.0,1,3,47756.0,14,2,7000.0,1,5.79,0.15,17.0,675,0
31.0,0,4,32190.0,8,2,6500.0,4,9.99,0.2,9.0,613,0
22.0,0,2,50510.0,3,3,5000.0,1,11.01,0.1,2.0,583,0
23.0,1,4,51510.0,2,2,1500.0,1,6.17,0.03,3.0,607,0
24.0,1,4,29713.0,2,4,6000.0,2,14.56,0.2,3.0,688,0
26.0,0,2,58694.0,3,3,25000.0,5,18.43,0.43,3.0,660,0
23.0,0,3,44236.0,1,2,12000.0,2,7.73,0.27,4.0,611,0
29.0,0,1,71502.0,9,4,8000.0,6,11.14,0.11,6.0,619,0
25.0,0,2,193249.0,0,2,12000.0,3,9.63,0.06,4.0,586,0
23.0,1,1,32979.0,0,4,6000.0,1,8.0,0.18,3.0,549,0
39.0,0,2,30296.0,14,3,2000.0,2,10.99,0.07,11.0,674,0
23.0,1,2,73898.0,0,3,6000.0,2,11.01,0.08,3.0,535,0
22.0,0,2,24993.0,0,3,6500.0,5,10.99,0.26,2.0,704,0
22.0,1,1,44500.0,0,3,18200.0,5,11.71,0.41,3.0,601,0
31.0,1,1,100168.0,7,2,12000.0,1,6.62,0.12,8.0,640,0
30.0,0,4,69616.0,9,3,15000.0,3,7.75,0.22,7.0,656,0
22.0,0,3,18121.0,0,3,7200.0,5,11.71,0.4,4.0,611,0
27.0,1,2,45683.0,2,3,13819.0,6,10.21,0.3,5.0,598,0
38.0,0,1,36995.0,15,3,8000.0,5,11.01,0.22,12.0,665,0
30.0,0,1,59940.0,6,3,19775.0,6,12.42,0.33,10.0,698,0
25.0,1,4,51261.0,1,3,6500.0,2,13.49,0.13,3.0,660,0
23.0,1,4,36967.0,1,3,6400.0,1,11.01,0.17,3.0,641,0
24.0,1,4,198862.0,6,2,20000.0,3,10.37,0.1,4.0,658,0
22.0,1,2,63929.0,2,2,5000.0,6,9.63,0.08,4.0,607,0
30.0,0,1,78792.0,8,3,9600.0,3,12.42,0.12,10.0,552,0
26.0,0,3,23885.0,2,3,8500.0,5,9.99,0.36,2.0,637,0
24.0,0,4,48729.0,2,3,2000.0,3,11.99,0.04,4.0,657,0
26.0,1,3,67116.0,2,3,10202.0,3,8.89,0.15,3.0,659,0
24.0,1,1,51764.0,0,3,18000.0,4,14.46,0.35,3.0,618,0
30.0,1,2,31997.0,9,3,9250.0,6,11.01,0.29,5.0,684,0
31.0,1,5,55676.0,11,3,4000.0,2,11.83,0.07,8.0,745,0
37.0,0,4,51327.0,17,2,3000.0,5,6.17,0.06,13.0,615,0
21.0,0,1,123314.0,3,2,18000.0,6,14.96,0.15,3.0,685,0
70.0,1,2,58915.0,47,3,15000.0,2,6.99,0.25,24.0,751,0
23.0,1,1,34728.0,1,2,8400.0,1,10.99,0.24,2.0,661,0
33.0,1,3,216923.0,12,2,6906.0,4,7.63,0.03,7.0,647,0
23.0,0,2,43715.0,0,2,15800.0,5,13.72,0.36,4.0,663,0
25.0,1,2,46395.0,2,2,9000.0,6,11.58,0.19,2.0,697,0
33.0,1,2,62075.0,12,3,1934.0,3,9.83,0.03,12.0,624,0
26.0,0,3,127056.0,5,2,25000.0,1,11.58,0.2,3.0,600,0
29.0,1,4,117538.0,9,2,25000.0,4,10.37,0.21,10.0,613,0
24.0,1,3,62912.0,0,2,18000.0,5,8.14,0.29,5.0,557,0
29.0,1,3,73092.0,7,2,13500.0,3,7.51,0.18,7.0,670,0
32.0,1,1,72638.0,10,2,12000.0,6,6.58,0.17,11.0,584,0
24.0,1,2,91054.0,1,2,14972.0,6,9.94,0.16,4.0,678,0
28.0,0,1,63259.0,7,3,5000.0,4,11.36,0.08,7.0,697,0
28.0,0,4,66896.0,7,4,18000.0,3,13.75,0.27,6.0,658,0
33.0,0,4,30040.0,8,3,1000.0,2,14.91,0.03,6.0,683,0
23.0,0,3,72713.0,5,2,21000.0,5,11.71,0.29,4.0,614,0
31.0,1,1,29784.0,6,3,1500.0,4,11.86,0.05,10.0,687,0
26.0,1,2,46747.0,4,2,3901.0,4,7.92,0.08,3.0,596,0
28.0,1,2,43432.0,7,2,11850.0,5,6.54,0.27,6.0,688,0
25.0,1,1,56079.0,6,3,6657.0,5,10.43,0.12,3.0,606,0
24.0,0,4,118513.0,3,2,16000.0,5,14.79,0.14,2.0,633,0
23.0,1,3,90129.0,1,2,9000.0,4,7.66,0.1,2.0,596,0
31.0,1,2,64468.0,9,3,3500.0,5,10.53,0.05,12.0,686,0
33.0,0,1,83144.0,7,3,7000.0,2,8.0,0.08,6.0,616,0
26.0,0,3,61774.0,3,3,1664.0,1,12.32,0.03,5.0,661,0
23.0,0,3,55042.0,3,3,15000.0,2,11.01,0.27,3.0,625,0
47.0,0,3,78901.0,26,3,3100.0,2,13.49,0.04,16.0,573,0
22.0,1,2,66454.0,0,4,8000.0,6,11.01,0.12,2.0,679,0
37.0,0,2,106388.0,17,2,1000.0,1,13.48,0.01,11.0,609,0
24.0,0,3,60921.0,0,3,5600.0,6,11.03,0.09,4.0,646,0
33.0,0,2,124391.0,9,2,6000.0,6,11.01,0.05,8.0,695,0
25.0,1,3,110319.0,1,3,20000.0,6,14.35,0.18,3.0,572,0
24.0,0,2,84829.0,3,2,6000.0,3,7.1,0.07,2.0,609,0
23.0,1,4,67555.0,0,3,5000.0,2,15.21,0.07,2.0,607,0
25.0,0,3,91104.0,6,2,15000.0,5,9.78,0.16,4.0,684,0
22.0,1,3,88474.0,0,2,17000.0,2,11.99,0.19,3.0,541,0
24.0,1,1,145207.0,1,2,25000.0,6,13.99,0.17,4.0,671,0
26.0,0,4,120668.0,6,2,12000.0,5,5.99,0.1,2.0,675,0
25.0,1,2,74178.0,6,3,12000.0,5,7.29,0.16,3.0,681,0
26.0,0,1,36529.0,6,2,15000.0,4,10.62,0.41,2.0,634,0
31.0,1,4,100734.0,9,2,18000.0,1,19.74,0.18,8.0,644,0
31.0,1,2,77836.0,8,2,5100.0,5,13.22,0.07,10.0,668,0
31.0,1,3,22590.0,7,3,4000.0,6,12.84,0.18,5.0,610,0
22.0,0,2,34912.0,0,2,8500.0,2,7.68,0.24,3.0,610,0
35.0,1,4,157292.0,15,2,9000.0,5,12.73,0.06,8.0,630,0
25.0,0,3,40796.0,2,3,10000.0,1,10.31,0.25,4.0,658,0
25.0,1,2,66791.0,3,2,24200.0,5,8.49,0.36,3.0,648,0
39.0,1,1,44093.0,17,3,6000.0,2,8.49,0.14,14.0,653,0
23.0,1,2,144983.0,0,2,5000.0,1,8.9,0.03,4.0,610,0
22.0,1,4,34796.0,2,2,8500.0,6,6.17,0.24,2.0,608,0
30.0,1,1,229595.0,8,2,4172.0,3,6.76,0.02,6.0,599,0
21.0,1,3,80244.0,0,2,7000.0,5,7.88,0.09,2.0,648,0
